‰‡Ú‡;»ÕÕ ÔÎ‡Ú.; ¡ ;—‡Î¸‰Ó
01.01.2015;266023800;18210909030080000110;-6
01.01.2015;266023800;18210909010010000110;-38
01.01.2015;266018077;18210501030010000110;-411,98
01.01.2015;266018077;18210904030010000110;-3081,51
01.01.2015;266027314;18210301000010000110;-28423,96
01.01.2015;266027314;18210502010020000110;-165525,32
01.01.2015;266023694;18210301000010000110;-20,59
01.01.2015;266031744;18210101011010000110;-205,43
01.01.2015;266031744;18210301000010000110;-8146,65
01.01.2015;266031744;18210101012020000110;-1899,18
01.01.2015;266031744;18211603010010000140;-400
01.01.2015;266023341;18210301000010000110;-16,96
01.01.2015;266022771;18210501050010000110;-33,57
01.01.2015;266019183;18210703000010000110;-16,9
01.01.2015;266019183;18210907032040000110;-127,8
01.01.2015;266022098;18210909020070000110;-2,76
01.01.2015;266022098;18210909030080000110;-3,07
01.01.2015;266022098;18210904030010000110;-1194,31
01.01.2015;266022098;18210901020040000110;-2320,34
01.01.2015;266022098;18210101011010000110;-8699,64
01.01.2015;266022098;18210301000010000110;-1365,66
01.01.2015;266022098;18210101012020000110;-16819,46
01.01.2015;266031575;18210101011010000110;-11,37
01.01.2015;266031575;18210602010020000110;-202,17
01.01.2015;266031575;18210301000010000110;-10443,03
01.01.2015;266031575;18210101012020000110;-101,75
01.01.2015;266031575;18210502010020000110;-15776,43
01.01.2015;266031462;18211603010010000140;-250
01.01.2015;266031462;18210602010020000110;-100
01.01.2015;266030211;18210301000010000110;-464,04
01.01.2015;266016908;18210301000010000110;-38,76
01.01.2015;266016908;18210502010020000110;-1207,22
01.01.2015;266032900;18210101012020000110;-1665,85
01.01.2015;266032900;18210301000010000110;-7302,43
01.01.2015;266032900;18210101011010000110;-177,31
01.01.2015;266032280;18210501021010000110;-51,86
01.01.2015;266019306;18210908020060000140;-5,21
01.01.2015;266019306;18210909010010000110;-464,32
01.01.2015;266019306;18210908040080000140;-1,15
01.01.2015;266019306;18210909020070000110;-4,46
01.01.2015;266019306;18210909030080000110;-4,84
01.01.2015;266029590;18210501030010000110;-9986,77
01.01.2015;266026409;18210301000010000110;-250,25
01.01.2015;266031335;18210501050010000110;-6360,02
01.01.2015;266031335;18211603010010000140;-800
01.01.2015;266031134;18210909010010000110;-26473,83
01.01.2015;266031134;18210909030080000110;-1739,81
01.01.2015;266031134;18210301000010000110;-8601,78
01.01.2015;266031134;18210909020070000110;-3932,19
01.01.2015;266025571;18210602010020000110;-15,87
01.01.2015;266025571;18210301000010000110;-124,86
01.01.2015;266025571;18211603010010000140;-300
01.01.2015;266025571;18210301000010000110;-89183,32
01.01.2015;266025571;18210909030080000110;-3304,72
01.01.2015;266025571;18210909020070000110;-2842,72
01.01.2015;266025571;18210101011010000110;-5359,69
01.01.2015;266025571;18210909010010000110;-47196,28
01.01.2015;266025571;18210101012020000110;-14442,37
01.01.2015;259006673;18211603010010000140;-82538,2
01.01.2015;259006673;18210301000010000110;-600
01.01.2015;259006673;18210101012020000110;-71
01.01.2015;259006673;18210907032040000110;-112,05
01.01.2015;259006673;18210904010020000110;-620,34
01.01.2015;259006673;18210901020040000110;-8
01.01.2015;259006673;18210101011010000110;-21
01.01.2015;266019909;18210101012020000110;-0,89
01.01.2015;266019909;18210904030010000110;-1185,04
01.01.2015;266019909;18210904010020000110;-1426,61
01.01.2015;266019909;18210901020040000110;-206,33
01.01.2015;266028815;18210502020020000110;-1036,41
01.01.2015;266019909;18210703000010000110;-23,89
01.01.2015;266019909;18210101011010000110;-0,68
01.01.2015;266019909;18210907032040000110;-392,86
01.01.2015;266032868;18210301000010000110;-0,01
01.01.2015;266032868;18211603010010000140;-50
01.01.2015;266032868;18210101012020000110;-900
01.01.2015;266032868;18210502010020000110;-69487,9
01.01.2015;266032868;18210101011010000110;-100
01.01.2015;266033477;18210301000010000110;-2000
01.01.2015;266033068;18210101012020000110;-3694,3
01.01.2015;266033068;18210101011010000110;-411,65
01.01.2015;266033068;18210301000010000110;-3000
01.01.2015;266033068;18211603010010000140;-100
01.01.2015;266020911;18210501012010000110;-0,17
01.01.2015;266020911;18210502020020000110;-266,35
01.01.2015;266017891;18210907032040000110;-0,83
01.01.2015;266017891;18210904030010000110;-8
01.01.2015;266017891;18210904020020000110;-7,27
01.01.2015;266017891;18210907052040000110;-2,66
01.01.2015;266030349;18210501021010000110;-62,8
01.01.2015;266032265;18210301000010000110;-1000
01.01.2015;266032265;18211603010010000140;-200
01.01.2015;266032265;18210101012020000110;-90
01.01.2015;266032265;18210101011010000110;-10
01.01.2015;266028572;18210301000010000110;-9,22
01.01.2015;266028572;18210101011010000110;-9,84
01.01.2015;266028572;18210101012020000110;-79,2
01.01.2015;266030317;18210501021010000110;-4,68
01.01.2015;266010631;18210301000010000110;-22799,18
01.01.2015;266026085;18210909010010000110;-22662,26
01.01.2015;266026085;18210602010020000110;-92800,45
01.01.2015;266026085;18210301000010000110;-15985,88
01.01.2015;266026085;18211603010010000140;-342,17
01.01.2015;266026085;18210909030080000110;-1,42
01.01.2015;266026085;18210909020070000110;-1,37
01.01.2015;266024338;18210501030010000110;-1,71
01.01.2015;266024338;18210501050010000110;-5361,15
01.01.2015;266024338;18210102010010000110;-42117,3
01.01.2015;266024338;18210301000010000110;-1486,48
01.01.2015;266014019;18210907032040000110;-93
01.01.2015;266014019;18210906010020000110;-8,1
01.01.2015;266014019;18210101011010000110;-148,33
01.01.2015;266014019;18211603010010000140;-50
01.01.2015;266014019;18210501022010000110;-754,71
01.01.2015;266014019;18210301000010000110;-371,97
01.01.2015;266014019;18210907052040000110;-5,27
01.01.2015;266014019;18210101012020000110;-308,7
01.01.2015;266014019;18210904010020000110;-5,66
01.01.2015;266014019;18210904030010000110;-15,69
01.01.2015;266014019;18210901020040000110;-67,24
01.01.2015;266014019;18210703000010000110;-0,9
01.01.2015;266027924;18210101012020000110;-219
01.01.2015;266027924;18210909030080000110;-41
01.01.2015;266027924;18210909010010000110;-267
01.01.2015;266027924;18210909020070000110;-42
01.01.2015;266027924;18210101011010000110;-81
01.01.2015;266027924;18210501012010000110;-100
01.01.2015;266027924;18210301000010000110;-200
01.01.2015;266027924;18211603010010000140;-700
01.01.2015;266029880;18210101011010000110;-21,32
01.01.2015;266029880;18210909010010000110;-20,83
01.01.2015;266029880;18210909030080000110;-32,47
01.01.2015;266029880;18210101012020000110;-113,26
01.01.2015;266029880;18210909020070000110;-10,08
01.01.2015;266028910;18210501011010000110;-9,17
01.01.2015;266024916;18210501030010000110;-0,16
01.01.2015;266012406;18210904030010000110;-21,44
01.01.2015;266012406;18210906010020000110;-76,12
01.01.2015;266012406;18210904010020000110;-0,59
01.01.2015;266012406;18210907052040000110;-7,16
01.01.2015;266012406;18210907032040000110;-605,15
01.01.2015;266029336;18210501011010000110;-61,22
01.01.2015;266023782;18210501011010000110;-4,92
01.01.2015;266021552;18210907032040000110;-40,62
01.01.2015;266021552;18210907012040000110;-212,13
01.01.2015;266021552;18210501012010000110;-129113,28
01.01.2015;266029181;18210501021010000110;-377,87
01.01.2015;266022027;18210501021010000110;-524,86
01.01.2015;266022027;18210301000010000110;-9088,49
01.01.2015;266022027;18210501050010000110;-961,86
01.01.2015;266023408;18210501012010000110;-1,76
01.01.2015;266033212;18210101012020000110;-437,18
01.01.2015;266033212;18210301000010000110;-243,86
01.01.2015;266033212;18210101011010000110;-48,74
01.01.2015;266022637;18210501011010000110;-1924,95
01.01.2015;266022637;18210501012010000110;-32365,87
01.01.2015;266025187;18210502020020000110;-33277,02
01.01.2015;266025187;18210909030080000110;-6,96
01.01.2015;266021471;18210102010010000110;-64721,73
01.01.2015;266021471;18210909010010000110;-51172
01.01.2015;266021471;18211603010010000140;-200
01.01.2015;266021471;18210909020070000110;-7802,41
01.01.2015;266021471;18210904010020000110;-0,04
01.01.2015;266021471;18210909030080000110;-8560,34
01.01.2015;266021471;18210301000010000110;-5954,97
01.01.2015;266021471;18210602010020000110;-4,05
01.01.2015;266029713;18210501021010000110;-8063,42
01.01.2015;266031085;18210301000010000110;-1,14
01.01.2015;266033607;18210501011010000110;-0,21
01.01.2015;266017718;18210301000010000110;-418,28
01.01.2015;266017718;18210904030010000110;-2,46
01.01.2015;266017718;18210907052040000110;-0,05
01.01.2015;266017718;18210906010020000110;-2536,46
01.01.2015;266017718;18210904010020000110;-710,68
01.01.2015;266017718;18210909030080000110;-0,55
01.01.2015;266017718;18210901020040000110;-5,12
01.01.2015;266017718;18210909010010000110;-0,67
01.01.2015;266017718;18210907032040000110;-99,82
01.01.2015;266017718;18210909020070000110;-0,64
01.01.2015;266017718;18211603010010000140;-1000
01.01.2015;266033847;18210602010020000110;-7516,89
01.01.2015;266033847;18211603010010000140;-200
01.01.2015;266033847;18210301000010000110;-61255,86
01.01.2015;266027498;18210604011020000110;-0,83
01.01.2015;266025194;18210501022010000110;-155,77
01.01.2015;266027459;18210501012010000110;-288,13
01.01.2015;266027850;18210301000010000110;-308,02
01.01.2015;266017429;18210901020040000110;-948,76
01.01.2015;266017429;18210703000010000110;-0,06
01.01.2015;266017429;18210101012020000110;-17,04
01.01.2015;266017429;18210908030070000140;-13,56
01.01.2015;266017429;18210907052040000110;-0,32
01.01.2015;266017429;18210906010020000110;-8,07
01.01.2015;266017429;18210909030080000110;-0,02
01.01.2015;266017429;18210904010020000110;-5552,11
01.01.2015;266017429;18210907032040000110;-64,63
01.01.2015;266014900;18210703000010000110;-3,5
01.01.2015;266014900;18210101012020000110;-2183,47
01.01.2015;266014900;18210101011010000110;-66,67
01.01.2015;266014900;18210602010020000110;-100
01.01.2015;266014900;18210301000010000110;-100
01.01.2015;266014900;18210904010020000110;-255,74
01.01.2015;266014900;18210901020040000110;-23,3
01.01.2015;266014900;18210907032040000110;-226,17
01.01.2015;266020157;18210101012020000110;-4,95
01.01.2015;266020157;18210904010020000110;-335,15
01.01.2015;266020157;18210904030010000110;-482,4
01.01.2015;266020157;18210101011010000110;-2,6
01.01.2015;266020157;18210602010020000110;-100
01.01.2015;266020157;18210907032040000110;-382,23
01.01.2015;266020157;18210901020040000110;-277,58
01.01.2015;266021753;18210907032040000110;-65,93
01.01.2015;266021753;18210904010020000110;-1646,65
01.01.2015;266034209;18211603010010000140;-600
01.01.2015;266034209;18210501011010000110;-1000
01.01.2015;266012533;18210908030070000140;-1051,41
01.01.2015;266012533;18210904030010000110;-0,01
01.01.2015;266030243;18210604011020000110;-142,99
01.01.2015;266030243;18210301000010000110;-299,36
01.01.2015;266030243;18210101011010000110;-102134,83
01.01.2015;266030243;18210101012020000110;-920150,58
01.01.2015;266028981;18210501012010000110;-0,15
01.01.2015;266028981;18210501011010000110;-3138,69
01.01.2015;266021721;18210301000010000110;-1108,3
01.01.2015;266021721;18210909030080000110;-39,96
01.01.2015;266021721;18210907032040000110;-16,22
01.01.2015;266021721;18210909010010000110;-426,09
01.01.2015;266017370;18210904030010000110;-43,47
01.01.2015;266017370;18210904010020000110;-26,71
01.01.2015;266017370;18210301000010000110;-666,9
01.01.2015;266017370;18210907032040000110;-11,46
01.01.2015;266017370;18210502020020000110;-2382,97
01.01.2015;266024994;18210502020020000110;-36627,82
01.01.2015;266024994;18210502010020000110;-89125,47
01.01.2015;266024994;18210301000010000110;-2896
01.01.2015;266008216;18210907052040000110;-723,81
01.01.2015;266008216;18210909030080000110;-0,05
01.01.2015;266008216;18211603010010000140;-5000
01.01.2015;266008216;18210501012010000110;-12248
01.01.2015;266008216;18210905050010000110;-431,11
01.01.2015;266008216;18210909010010000110;-0,02
01.01.2015;266017228;18210907032040000110;-18,67
01.01.2015;266017228;18210301000010000110;-4032,04
01.01.2015;266017228;18210101012020000110;-2401,92
01.01.2015;266017228;18210909030080000110;-22,88
01.01.2015;266017228;18210904010020000110;-1317,6
01.01.2015;266017228;18210909020070000110;-4,11
01.01.2015;266017228;18210904030010000110;-3432,37
01.01.2015;266017228;18210901020040000110;-354,55
01.01.2015;266022267;18210501011010000110;-2790,69
01.01.2015;266018172;18210908030070000140;-14,31
01.01.2015;266018172;18210908040080000140;-3,2
01.01.2015;266006138;18210604011020000110;-5,07
01.01.2015;266006138;18210501012010000110;-0,16
01.01.2015;266017845;18210909010010000110;-663,53
01.01.2015;266017845;18210909020070000110;-58,55
01.01.2015;266017845;18210909030080000110;-131,22
01.01.2015;266028607;18210502010020000110;-9,52
01.01.2015;266024546;18210909020070000110;-5,94
01.01.2015;266024546;18210909010010000110;-12,31
01.01.2015;266024546;18210101011010000110;-75,26
01.01.2015;266024546;18210301000010000110;-64031,52
01.01.2015;266024546;18210909030080000110;-6,35
01.01.2015;266024546;18211603010010000140;-50
01.01.2015;266024546;18210101012020000110;-683,47
01.01.2015;266024546;18210602010020000110;-272,88
01.01.2015;266020260;18210909030080000110;-2
01.01.2015;266030490;18210602010020000110;-107,83
01.01.2015;266029583;18210501012010000110;-4,66
01.01.2015;266021305;18210301000010000110;-4,71
01.01.2015;266019708;18210501011010000110;-2,56
01.01.2015;266019708;18210301000010000110;-20,79
01.01.2015;266019708;18210901020040000110;-3,31
01.01.2015;266034375;18210301000010000110;-112,39
01.01.2015;266034375;18210101012020000110;-2,84
01.01.2015;266034375;18210101011010000110;-0,32
01.01.2015;266031350;18210606032040000110;-1018,04
01.01.2015;266031350;18210501011010000110;-5,49
01.01.2015;266017193;18210301000010000110;-96971,51
01.01.2015;266017193;18210907052040000110;-957,42
01.01.2015;266016898;18210502010020000110;-49517,42
01.01.2015;266016898;18210301000010000110;-8407,79
01.01.2015;266016898;18210501022010000110;-21563,36
01.01.2015;266016898;18210501030010000110;-590,87
01.01.2015;266016898;18210904010020000110;-20,99
01.01.2015;266016898;18210502020020000110;-94912,03
01.01.2015;266016898;18210301000010000110;-134,75
01.01.2015;263010464;18210502010020000110;-330,77
01.01.2015;266019899;18210502010020000110;-17516,05
01.01.2015;266032674;18210101011010000110;-19795
01.01.2015;266032674;18210604011020000110;-56,1
01.01.2015;266032674;18210101012020000110;-178150,14
01.01.2015;266032674;18210301000010000110;-130143,74
01.01.2015;266029921;18210101011010000110;-338915,63
01.01.2015;266029921;18210301000010000110;-964465,35
01.01.2015;266029921;18210102010010000110;-43200,66
01.01.2015;266029921;18210101012020000110;-912466,29
01.01.2015;266029921;18210604011020000110;-48,27
01.01.2015;266029921;18210909010010000110;-58606,47
01.01.2015;266022299;18210101011010000110;-21
01.01.2015;266022299;18210602010020000110;-100
01.01.2015;266022299;18210101012020000110;-71
01.01.2015;266022299;18210901020040000110;-8
01.01.2015;266022299;18210907032040000110;-42,01
01.01.2015;266022299;18210904010020000110;-135,02
01.01.2015;266022299;18210301000010000110;-100
01.01.2015;266030116;18210602010020000110;-11,69
01.01.2015;266030116;18210301000010000110;-31,87
01.01.2015;266022500;18210101012020000110;-206213,89
01.01.2015;266022500;18210909010010000110;-23177,64
01.01.2015;266022500;18210909020070000110;-11211,47
01.01.2015;266022500;18210101011010000110;-19556
01.01.2015;266022500;18210301000010000110;-147786,05
01.01.2015;266022500;18210502010020000110;-11774,48
01.01.2015;266022500;18210102010010000110;-1857
01.01.2015;266022500;18210909030080000110;-11987,97
01.01.2015;266018905;18210101011010000110;-27
01.01.2015;266018905;18210909020070000110;-167,81
01.01.2015;266018905;18210907032040000110;-72,19
01.01.2015;266018905;18210906010020000110;-200
01.01.2015;266018905;18210904010020000110;-528,25
01.01.2015;266018905;18210301000010000110;-958,27
01.01.2015;266032917;18210501011010000110;-416,56
01.01.2015;266014700;18210101011010000110;-2202,16
01.01.2015;266014700;18210101012020000110;-93,69
01.01.2015;266014700;18210909010010000110;-8503,88
01.01.2015;266014700;18210906010020000110;-220,64
01.01.2015;266014700;18210301000010000110;-1459,92
01.01.2015;266014700;18210909020070000110;-695,12
01.01.2015;266014700;18210909030080000110;-623,53
01.01.2015;266014700;18210703000010000110;-0,04
01.01.2015;266014700;18210901020040000110;-1003,45
01.01.2015;266014700;18210904010020000110;-940,26
01.01.2015;266014700;18210904030010000110;-1669,65
01.01.2015;266014700;18210908040080000140;-307,65
01.01.2015;266014700;18210908060010000140;-1,74
01.01.2015;266014700;18210907052040000110;-51,15
01.01.2015;266014700;18210907032040000110;-134,7
01.01.2015;266031889;18210604011020000110;-75,91
01.01.2015;266021658;18210604011020000110;-117,37
01.01.2015;266034431;18210301000010000110;-460,05
01.01.2015;263014927;18210604011020000110;-23403,21
01.01.2015;266026279;18210604011020000110;-32,59
01.01.2015;266020929;18210904010020000110;-0,96
01.01.2015;266020929;18210907032040000110;-109,58
01.01.2015;266024112;18210101012020000110;4549,99
01.01.2015;266024112;18210604011020000110;-209,09
01.01.2015;266024112;18210602010020000110;-16286,41
01.01.2015;266024112;18210102010010000110;-1935825,68
01.01.2015;266024112;18210101011010000110;528,44
01.01.2015;266024112;18210301000010000110;-35700,37
01.01.2015;266025613;18210301000010000110;-16908,06
01.01.2015;266025613;18210101012020000110;-245,98
01.01.2015;266025613;18210502020020000110;-786,67
01.01.2015;266025613;18210101011010000110;-27,14
01.01.2015;266033332;18210602010020000110;-151,54
01.01.2015;266033332;18211603010010000140;-200
01.01.2015;266033332;18210102010010000110;-14555
01.01.2015;266018197;18210906010020000110;-165,93
01.01.2015;266018197;18210904030010000110;-456,98
01.01.2015;266018197;18210904010020000110;-1595,58
01.01.2015;266018197;18210909010010000110;-20,29
01.01.2015;266018197;18210301000010000110;-205,93
01.01.2015;266018197;18210907032040000110;-351,89
01.01.2015;266018197;18210908020060000140;-11,97
01.01.2015;266018197;18210901020040000110;-0,37
01.01.2015;266018197;18210908040080000140;-1,24
01.01.2015;266018197;18210908060010000140;-0,51
01.01.2015;266018197;18210909020070000110;-99,62
01.01.2015;266018197;18210908030070000140;-263,25
01.01.2015;266018197;18210907052040000110;-5,01
01.01.2015;266018197;18210909030080000110;-5,14
01.01.2015;266031550;18210101011010000110;-42,27
01.01.2015;266031550;18210501012010000110;-195822,33
01.01.2015;266031550;18210101012020000110;-900
01.01.2015;266031550;18210909020070000110;-0,13
01.01.2015;266019673;18211603010010000140;-150
01.01.2015;266019673;18210501050010000110;-8022,96
01.01.2015;266019673;18210604011020000110;-2,25
01.01.2015;266017130;18210301000010000110;-2,42
01.01.2015;266017130;18211603010010000140;-200
01.01.2015;266003095;18210908030070000140;-1011,94
01.01.2015;266003095;18210908020060000140;-8
01.01.2015;266018060;18210908030070000140;-242,1
01.01.2015;266018060;18210908040080000140;-0,25
01.01.2015;266018060;18210904030010000110;-2066,82
01.01.2015;266018060;18210301000010000110;-4967,01
01.01.2015;266018060;18210907032040000110;-124,85
01.01.2015;266018060;18210904010020000110;-314,22
01.01.2015;266023623;18210602010020000110;-200
01.01.2015;266016552;18210501012010000110;-1000
01.01.2015;266016552;18210501011010000110;-1000
01.01.2015;266016552;18211603010010000140;-400
01.01.2015;266017877;18210904010020000110;-184,06
01.01.2015;266017877;18210907032040000110;-12,06
01.01.2015;266017877;18210901020040000110;-70,26
01.01.2015;266017877;18210703000010000110;-0,9
01.01.2015;266017877;18210909010010000110;-1,39
01.01.2015;266017877;18210904030010000110;-962,44
01.01.2015;266017073;18210901020040000110;-22166,94
01.01.2015;266017073;18210703000010000110;-0,13
01.01.2015;266017073;18210904010020000110;-22529,36
01.01.2015;266017073;18210907052040000110;-12957,18
01.01.2015;266017073;18210904030010000110;-12077,33
01.01.2015;266017073;18211603010010000140;-200
01.01.2015;266017073;18210908030070000140;-6137,41
01.01.2015;266017073;18210907032040000110;-269,97
01.01.2015;266017073;18210908020060000140;-6044,83
01.01.2015;266017073;18210908040080000140;-1093,81
01.01.2015;266017073;18210101011010000110;-66887,56
01.01.2015;266017073;18210101012020000110;-69887,02
01.01.2015;266011508;18210502020020000110;-31596,56
01.01.2015;266011508;18211603010010000140;-50
01.01.2015;266011508;18210908030070000140;-0,02
01.01.2015;266011508;18210907032040000110;-2,46
01.01.2015;266016827;18210907052040000110;-664,77
01.01.2015;266016827;18210901020040000110;-1386,54
01.01.2015;266016827;18210101012020000110;-1287,94
01.01.2015;266016827;18210904010020000110;-4669,16
01.01.2015;266016827;18210904030010000110;-1258,53
01.01.2015;266016827;18210907032040000110;-771,86
01.01.2015;266016827;18210102010010000110;-46,96
01.01.2015;266016827;18210301000010000110;-8017,03
01.01.2015;266027307;18211603010010000140;-450
01.01.2015;266027307;18210101012020000110;-3396335,11
01.01.2015;266027307;18210101011010000110;-221032,56
01.01.2015;266027307;18210602010020000110;-1,28
01.01.2015;266027307;18210301000010000110;-6017403,19
01.01.2015;266017789;18211603010010000140;-3882,41
01.01.2015;266032988;18210301000010000110;-1138,91
01.01.2015;266009989;18210301000010000110;-19885,73
01.01.2015;266009989;18210604011020000110;-3164,02
01.01.2015;266002077;18210908060010000140;-0,24
01.01.2015;266002077;18210909030080000110;-0,01
01.01.2015;266002077;18210301000010000110;-404,74
01.01.2015;266002077;18210908030070000140;-64,13
01.01.2015;266002077;18210909020070000110;-0,05
01.01.2015;266028460;18210301000010000110;-192,86
01.01.2015;266028460;18210502010020000110;-11286
01.01.2015;266017732;18210502010020000110;-70360,97
01.01.2015;266005617;18210908020060000140;-16,67
01.01.2015;266005617;18210908030070000140;-6397,86
01.01.2015;266023052;18210909030080000110;-0,01
01.01.2015;266017027;18210602010020000110;-3488,93
01.01.2015;266017027;18210102010010000110;-2540136,65
01.01.2015;266017027;18210301000010000110;-10791307,34
01.01.2015;266017027;18210604011020000110;-22058,85
01.01.2015;266017274;18210101011010000110;-0,14
01.01.2015;266017274;18210901020040000110;-0,04
01.01.2015;266025902;18210909030080000110;-0,03
01.01.2015;266012188;18210301000010000110;-367,12
01.01.2015;266012188;18210502020020000110;-1583,53
01.01.2015;266012188;18210906010020000110;-34282,56
01.01.2015;266012188;18210904010020000110;-11597,59
01.01.2015;266012188;18210907032040000110;-539,19
01.01.2015;266012188;18210301000010000110;-4900,26
01.01.2015;266028614;18210602010020000110;-23,06
01.01.2015;266028614;18210604011020000110;-567,73
01.01.2015;266028614;18210101011010000110;-19985,31
01.01.2015;266028614;18210101012020000110;-179873,18
01.01.2015;266028614;18210301000010000110;-390178,41
01.01.2015;266029664;18210602010020000110;-3,31
01.01.2015;266029664;18210101011010000110;-272,62
01.01.2015;266029664;18210101012020000110;-1382,43
01.01.2015;266017309;18210908060010000140;-1,13
01.01.2015;266017309;18210901020040000110;-2,91
01.01.2015;266017309;18210904030010000110;-1763,03
01.01.2015;266017309;18210703000010000110;-0,12
01.01.2015;266017309;18210904010020000110;-32,56
01.01.2015;266017309;18210907052040000110;-177,79
01.01.2015;266017309;18210907032040000110;-231,34
01.01.2015;266005039;18210604011020000110;-287,78
01.01.2015;266033702;18210101012020000110;-222,61
01.01.2015;266033702;18210301000010000110;-8338360,4
01.01.2015;266033702;18210101011010000110;-191,96
01.01.2015;266033702;18210604011020000110;-13801,4
01.01.2015;266033702;18210602010020000110;-84405,16
01.01.2015;266033702;18210102010010000110;-7723816,42
01.01.2015;266022796;18210302011010000110;-586,81
01.01.2015;266028195;18210301000010000110;-53532,29
01.01.2015;266028195;18210101012020000110;-25455,75
01.01.2015;266028195;18210101011010000110;-9454,83
01.01.2015;266032547;18210909010010000110;-429206,84
01.01.2015;266032547;18210101012020000110;-1800
01.01.2015;266032547;18210101011010000110;-200
01.01.2015;266032547;18210301000010000110;-22108,02
01.01.2015;266032970;18210604011020000110;-131,29
01.01.2015;266023863;18210602010020000110;-3,27
01.01.2015;266023863;18210301000010000110;-1000
01.01.2015;266034488;18210301000010000110;-183980,54
01.01.2015;266034488;18210604011020000110;-859,2
01.01.2015;266034488;18210602010020000110;2281
01.01.2015;266019472;18210904030010000110;-1022,74
01.01.2015;266019472;18210906010020000110;-45,22
01.01.2015;266019472;18210301000010000110;-131,69
01.01.2015;266019472;18210602010020000110;-212,86
01.01.2015;266019472;18210909030080000110;-1773,28
01.01.2015;266019472;18210904010020000110;-1564,3
01.01.2015;266019472;18210909020070000110;-1974,37
01.01.2015;266019472;18210909010010000110;-6816,73
01.01.2015;266019472;18210907032040000110;-350,98
01.01.2015;266031984;18210101012020000110;-2819,1
01.01.2015;266031984;18210101011010000110;-313,79
01.01.2015;266031984;18211603010010000140;-450
01.01.2015;266031984;18210301000010000110;-831,65
01.01.2015;266021778;18210501012010000110;-1517,88
01.01.2015;266021778;18210909030080000110;-11961,13
01.01.2015;266021778;18210909020070000110;-11189,37
01.01.2015;266021778;18210604011020000110;-14732,57
01.01.2015;266021778;18210301000010000110;-5858,16
01.01.2015;266021778;18210909010010000110;-77094,47
01.01.2015;266030437;18210301000010000110;-0,01
01.01.2015;266030437;18210101011010000110;-100
01.01.2015;266030437;18210101012020000110;-900
01.01.2015;266016376;18210901020040000110;-0,05
01.01.2015;266016376;18210904010020000110;-167,49
01.01.2015;266016376;18210904030010000110;-50,53
01.01.2015;266016376;18210907032040000110;-0,17
01.01.2015;266016376;18210703000010000110;-0,47
01.01.2015;266015894;18210906010020000110;0
01.01.2015;266015894;18210908060010000140;-0,07
01.01.2015;266015894;18210909010010000110;0
01.01.2015;266015894;18210909030080000110;0
01.01.2015;266015894;18210602010020000110;0
01.01.2015;266015894;18210905050010000110;-0,06
01.01.2015;266015894;18211603010010000140;0
01.01.2015;266015894;18210908040080000140;-0,24
01.01.2015;266015894;18210101012020000110;-1005631,37
01.01.2015;266015894;18210101011010000110;-112250,5
01.01.2015;266015894;18210604011020000110;0
01.01.2015;266015894;18210908030070000140;0
01.01.2015;266015894;18210904030010000110;0
01.01.2015;266015894;18210301000010000110;-1386052,69
01.01.2015;266015894;18210909020070000110;0
01.01.2015;266022676;18210909020070000110;-18,71
01.01.2015;266022676;18211603010010000140;-5400
01.01.2015;266022676;18210101011010000110;-1927,46
01.01.2015;266022676;18210501011010000110;-188297,3
01.01.2015;266022676;18210101012020000110;-17342,48
01.01.2015;266022676;18210909010010000110;-579,89
01.01.2015;266022676;18210909030080000110;-35,13
01.01.2015;266022676;18210301000010000110;-16555,55
01.01.2015;266032089;18210301000010000110;-2000
01.01.2015;266032089;18210101012020000110;-1080
01.01.2015;266032089;18211603010010000140;-50
01.01.2015;266032089;18210101011010000110;-110
01.01.2015;266016520;18210907032040000110;-0,4
01.01.2015;266016520;18210901020040000110;-1445,25
01.01.2015;266016520;18210101012020000110;-34765,83
01.01.2015;266016520;18210101011010000110;-8194,75
01.01.2015;266023817;18210101011010000110;-100
01.01.2015;266023817;18210602010020000110;-2529,52
01.01.2015;266023817;18210604011020000110;-2830,61
01.01.2015;266023817;18210101012020000110;-1424,49
01.01.2015;266023817;18210102010010000110;-36358
01.01.2015;266023817;18210909010010000110;-253183,96
01.01.2015;266023817;18210909030080000110;-351,52
01.01.2015;266023817;18211603010010000140;0
01.01.2015;266023817;18210301000010000110;-12917,37
01.01.2015;266033999;18210101012020000110;-1800
01.01.2015;266033999;18210101011010000110;-200
01.01.2015;266024480;18210909030080000110;-6,71
01.01.2015;266024480;18210909010010000110;-77
01.01.2015;266024480;18211603010010000140;-100
01.01.2015;266020502;18210301000010000110;-100
01.01.2015;266020502;18210101011010000110;-48
01.01.2015;266020502;18210602010020000110;-200
01.01.2015;266020502;18210101012020000110;-144
01.01.2015;266020502;18210907032040000110;-526,62
01.01.2015;266020502;18210901020040000110;-8
01.01.2015;266020238;18210909020070000110;-110893,52
01.01.2015;266020238;18210604011020000110;-21987,61
01.01.2015;266020238;18210909010010000110;-4588326,67
01.01.2015;266020238;18210901020040000110;-6,22
01.01.2015;266020238;18210602010020000110;-43863,08
01.01.2015;266020238;18210909030080000110;-685196,28
01.01.2015;266020238;18210301000010000110;-11602398,19
01.01.2015;266020238;18211603010010000140;-50
01.01.2015;266029505;18210909010010000110;-30,15
01.01.2015;266030821;18210501021010000110;-463,48
01.01.2015;266031430;18210909030080000110;-0,02
